KLVR Charger Detection Monitor - Started 2025-08-26 14:07:43
Monitoring: http://10.110.73.155:8000
============================================================

#  1 14:07:43 | [AAA TEST] Total: 10 | Detected AAA:  0 | Failed to detect: 10 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 27: KLVR-AA  | Baseline=1416mV | Calculated=1366mV | Δ=  50mV | Cycle=3
#108 14:09:07 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
#109 14:09:08 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
#110 14:09:08 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
#111 14:09:08 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
#112 14:09:09 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
#113 14:09:09 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
#114 14:09:10 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
#115 14:09:10 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
#116 14:09:11 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
