KLVR Charger Detection Monitor - Started 2025-08-26 15:42:59
Monitoring: http://10.110.73.155:8000
============================================================

#  1 15:43:04 | ❌ Connection failed
#  2 15:43:09 | ❌ Connection failed
#  3 15:43:10 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#  4 15:43:11 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#  5 15:43:12 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#  6 15:43:12 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#  7 15:43:13 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#  8 15:43:14 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#  9 15:43:15 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 10 15:43:15 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 11 15:43:16 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1530mV | Δ=   0mV | Cycle=2
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1554mV | Δ=   8mV | Cycle=1
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=1
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1556mV | Δ=   0mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1566mV | Δ= -20mV | Cycle=3
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1588mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=3
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1580mV | Δ=   0mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   2mV | Cycle=2
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1570mV | Δ=   0mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1586mV | Δ=   0mV | Cycle=2
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1582mV | Δ= -14mV | Cycle=2
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1520mV | AAA_OFF=1548mV | Δ= -28mV | Cycle=2
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1572mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1574mV | Δ= -34mV | Cycle=2
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1540mV | Δ= -10mV | Cycle=3
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1558mV | Δ= -10mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1540mV | Δ=  16mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1520mV | Δ=  26mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1528mV | Δ=  12mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=1
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1564mV | Δ=  -4mV | Cycle=1
#312 15:47:00 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#313 15:47:00 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#314 15:47:01 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#315 15:47:02 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#316 15:47:03 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#317 15:47:03 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#318 15:47:04 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#319 15:47:05 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#320 15:47:06 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#321 15:47:06 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1584mV | Δ= -20mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=1
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1560mV | Δ=  -6mV | Cycle=1
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=1550mV | Δ= -14mV | Cycle=3
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1590mV | Δ= -10mV | Cycle=2
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1562mV | Δ=   0mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1526mV | Δ=   0mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1550mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1530mV | Δ=  34mV | Cycle=3
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1550mV | Δ=   0mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1570mV | Δ=   0mV | Cycle=2
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1550mV | Δ=  20mV | Cycle=1
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1554mV | Δ=   8mV | Cycle=1
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=1
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1556mV | Δ=   0mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1566mV | Δ= -20mV | Cycle=3
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1588mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=3
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1580mV | Δ=   0mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   2mV | Cycle=2
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1570mV | Δ=   0mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1586mV | Δ=   0mV | Cycle=2
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1582mV | Δ= -14mV | Cycle=2
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1520mV | AAA_OFF=1548mV | Δ= -28mV | Cycle=2
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1572mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1574mV | Δ= -34mV | Cycle=2
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1540mV | Δ= -10mV | Cycle=3
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1558mV | Δ= -10mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1540mV | Δ=  16mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1520mV | Δ=  26mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1528mV | Δ=  12mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=1
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1564mV | Δ=  -4mV | Cycle=1
#322 15:47:07 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#323 15:47:08 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#324 15:47:09 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#325 15:47:09 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#326 15:47:10 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#327 15:47:11 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#328 15:47:12 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#329 15:47:12 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#330 15:47:13 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#331 15:47:14 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1584mV | Δ= -20mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1528mV | Δ=   0mV | Cycle=1
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=1
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1560mV | Δ=  -6mV | Cycle=1
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=1550mV | Δ= -14mV | Cycle=3
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=3
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1590mV | Δ= -10mV | Cycle=2
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1562mV | Δ=   0mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1550mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1530mV | Δ=  34mV | Cycle=3
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1550mV | Δ=   0mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1550mV | Δ=  20mV | Cycle=1
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1554mV | Δ=   8mV | Cycle=1
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=1
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1566mV | Δ= -20mV | Cycle=3
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1588mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=3
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1580mV | Δ=   0mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   2mV | Cycle=2
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 28: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1586mV | Δ=   0mV | Cycle=2
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1582mV | Δ= -14mV | Cycle=2
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1520mV | AAA_OFF=1548mV | Δ= -28mV | Cycle=2
    ✅ SLOT 34: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1574mV | Δ= -34mV | Cycle=2
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1540mV | Δ= -10mV | Cycle=3
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1558mV | Δ= -10mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1548mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1564mV | Δ=   0mV | Cycle=2
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1540mV | Δ=  16mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1556mV | Δ=   0mV | Cycle=1
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1520mV | Δ=  26mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1528mV | Δ=  12mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=1
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1564mV | Δ=  -4mV | Cycle=1
#332 15:47:14 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#333 15:47:15 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#334 15:47:16 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#335 15:47:17 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#336 15:47:17 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#337 15:47:18 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#338 15:47:19 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#339 15:47:20 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#340 15:47:20 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#341 15:47:21 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1584mV | Δ= -20mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1532mV | Δ=   0mV | Cycle=1
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=1
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1560mV | Δ=  -6mV | Cycle=1
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1556mV | Δ=   0mV | Cycle=2
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1568mV | Δ=   0mV | Cycle=1
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=1550mV | Δ= -14mV | Cycle=3
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1560mV | Δ=   0mV | Cycle=3
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   0mV | Cycle=1
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1590mV | Δ= -10mV | Cycle=2
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1562mV | Δ=   0mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1548mV | Δ=   0mV | Cycle=2
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1550mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1530mV | Δ=  34mV | Cycle=3
    ✅ SLOT 15: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1550mV | Δ=  20mV | Cycle=1
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1554mV | Δ=   8mV | Cycle=1
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1566mV | Δ= -20mV | Cycle=3
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1588mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 24: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 25: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   2mV | Cycle=2
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=1
    ✅ SLOT 28: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1586mV | Δ=   0mV | Cycle=2
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1568mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1582mV | Δ= -14mV | Cycle=2
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1520mV | AAA_OFF=1548mV | Δ= -28mV | Cycle=2
    ✅ SLOT 34: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1574mV | Δ= -34mV | Cycle=2
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1540mV | Δ= -10mV | Cycle=3
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1558mV | Δ= -10mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1564mV | Δ=   0mV | Cycle=2
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1574mV | Δ=   0mV | Cycle=1
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1540mV | Δ=  16mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1562mV | Δ=   0mV | Cycle=1
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1520mV | Δ=  26mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1528mV | Δ=  12mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=1
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1564mV | Δ=  -4mV | Cycle=1
#342 15:47:22 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#343 15:47:23 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#344 15:47:23 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#345 15:47:24 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#346 15:47:25 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#347 15:47:26 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#348 15:47:26 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#349 15:47:27 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
