KLVR Charger Detection Monitor - Started 2025-08-26 15:07:09
Monitoring: http://10.110.73.155:8000
============================================================

#  1 15:07:14 | ❌ Connection failed
#  2 15:07:20 | ❌ Connection failed
#  3 15:07:25 | ❌ Connection failed
#  4 15:07:31 | ❌ Connection failed
#  5 15:07:33 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#  6 15:07:33 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#  7 15:07:34 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#  8 15:07:35 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#  9 15:07:36 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 10 15:07:36 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 11 15:07:37 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1192mV | Δ= 368mV | Cycle=2
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
#292 15:11:05 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1264mV | Δ= 300mV | Cycle=1
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1242mV | Δ= 296mV | Cycle=2
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON= 264mV | AAA_OFF= 318mV | Δ=   0mV
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1246mV | Δ= 292mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1184mV | Δ= 352mV | Cycle=3
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1244mV | Δ= 302mV | Cycle=1
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1198mV | Δ= 346mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=2
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1256mV | Δ= 308mV | Cycle=1
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1254mV | Δ= 292mV | Cycle=1
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1210mV | Δ= 350mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON= 286mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1244mV | Δ= 322mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1268mV | Δ= 296mV | Cycle=1
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=1282mV | Δ= 302mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1242mV | Δ= 308mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1214mV | Δ= 334mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1612mV | AAA_OFF=1276mV | Δ= 336mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1196mV | Δ= 340mV | Cycle=1
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=1234mV | Δ= 338mV | Cycle=3
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1218mV | Δ= 334mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1224mV | Δ= 326mV | Cycle=3
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
#293 15:11:06 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1264mV | Δ= 300mV | Cycle=1
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1242mV | Δ= 296mV | Cycle=2
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON= 264mV | AAA_OFF= 318mV | Δ=   0mV
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1246mV | Δ= 292mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1184mV | Δ= 352mV | Cycle=3
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1244mV | Δ= 302mV | Cycle=1
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1198mV | Δ= 346mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=2
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1256mV | Δ= 308mV | Cycle=1
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1254mV | Δ= 292mV | Cycle=1
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1210mV | Δ= 350mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON= 286mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1244mV | Δ= 322mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1268mV | Δ= 296mV | Cycle=1
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=1282mV | Δ= 302mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1242mV | Δ= 308mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1214mV | Δ= 334mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1612mV | AAA_OFF=1276mV | Δ= 336mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1196mV | Δ= 340mV | Cycle=1
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=1234mV | Δ= 338mV | Cycle=3
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1218mV | Δ= 334mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1224mV | Δ= 326mV | Cycle=3
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
#294 15:11:07 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1264mV | Δ= 300mV | Cycle=1
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1242mV | Δ= 296mV | Cycle=2
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON= 264mV | AAA_OFF= 318mV | Δ=   0mV
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1246mV | Δ= 292mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1184mV | Δ= 352mV | Cycle=3
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1244mV | Δ= 302mV | Cycle=1
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1198mV | Δ= 346mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=2
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1256mV | Δ= 308mV | Cycle=1
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1254mV | Δ= 292mV | Cycle=1
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1210mV | Δ= 350mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON= 286mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1244mV | Δ= 322mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1268mV | Δ= 296mV | Cycle=1
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=1282mV | Δ= 302mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1242mV | Δ= 308mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1214mV | Δ= 334mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1612mV | AAA_OFF=1276mV | Δ= 336mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1196mV | Δ= 340mV | Cycle=1
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=1234mV | Δ= 338mV | Cycle=3
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1218mV | Δ= 334mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1224mV | Δ= 326mV | Cycle=3
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
#295 15:11:07 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1264mV | Δ= 300mV | Cycle=1
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1242mV | Δ= 296mV | Cycle=2
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON= 264mV | AAA_OFF= 318mV | Δ=   0mV
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1246mV | Δ= 292mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1184mV | Δ= 352mV | Cycle=3
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1244mV | Δ= 302mV | Cycle=1
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1198mV | Δ= 346mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=2
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1256mV | Δ= 308mV | Cycle=1
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1254mV | Δ= 292mV | Cycle=1
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1210mV | Δ= 350mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON= 286mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1244mV | Δ= 322mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1268mV | Δ= 296mV | Cycle=1
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=1282mV | Δ= 302mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1242mV | Δ= 308mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1214mV | Δ= 334mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1612mV | AAA_OFF=1276mV | Δ= 336mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1196mV | Δ= 340mV | Cycle=1
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=1234mV | Δ= 338mV | Cycle=3
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1218mV | Δ= 334mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1224mV | Δ= 326mV | Cycle=3
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
#296 15:11:09 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1264mV | Δ= 300mV | Cycle=1
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1242mV | Δ= 296mV | Cycle=2
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON= 264mV | AAA_OFF= 318mV | Δ=   0mV
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1246mV | Δ= 292mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1184mV | Δ= 352mV | Cycle=3
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1244mV | Δ= 302mV | Cycle=1
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1198mV | Δ= 346mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=2
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1256mV | Δ= 308mV | Cycle=1
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1254mV | Δ= 292mV | Cycle=1
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1210mV | Δ= 350mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON= 286mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1244mV | Δ= 322mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1268mV | Δ= 296mV | Cycle=1
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=1282mV | Δ= 302mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1242mV | Δ= 308mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1214mV | Δ= 334mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1612mV | AAA_OFF=1276mV | Δ= 336mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1196mV | Δ= 340mV | Cycle=1
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=1234mV | Δ= 338mV | Cycle=3
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1218mV | Δ= 334mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1224mV | Δ= 326mV | Cycle=3
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
#297 15:11:14 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    📥 BATTERY COUNT: 24 → 23
#298 15:11:15 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#299 15:11:16 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#300 15:11:16 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#301 15:11:17 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 24: KLVR-AAA | AAA_ON= 248mV | AAA_OFF= 360mV | Δ=   0mV
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1228mV | Δ= 314mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1256mV | Δ= 296mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1540mV | AAA_OFF=1236mV | Δ= 304mV | Cycle=3
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1236mV | Δ= 300mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1260mV | Δ= 282mV | Cycle=3
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1248mV | Δ= 296mV | Cycle=3
    ✅ SLOT 33: KLVR-AAA | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 34: KLVR-AAA | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1252mV | Δ= 296mV | Cycle=3
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1248mV | Δ= 300mV | Cycle=3
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=1250mV | Δ= 334mV | Cycle=2
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1234mV | Δ= 332mV | Cycle=1
    ✅ SLOT 39: KLVR-AAA | AAA_ON= 346mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 40: KLVR-AAA | AAA_ON= 346mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1202mV | Δ= 340mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON= 350mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1594mV | AAA_OFF=1238mV | Δ= 356mV | Cycle=2
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1236mV | Δ= 308mV | Cycle=3
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1232mV | Δ= 312mV | Cycle=3
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1228mV | Δ= 332mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1200mV | Δ= 352mV | Cycle=1
#302 15:11:18 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#303 15:11:19 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#304 15:11:20 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#305 15:11:20 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#306 15:11:21 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#307 15:11:22 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#308 15:11:23 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#309 15:11:24 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#310 15:11:24 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#311 15:11:25 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 24: KLVR-AAA | AAA_ON= 248mV | AAA_OFF= 360mV | Δ=   0mV
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1228mV | Δ= 314mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1256mV | Δ= 296mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1540mV | AAA_OFF=1236mV | Δ= 304mV | Cycle=3
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1236mV | Δ= 300mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1260mV | Δ= 282mV | Cycle=3
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1248mV | Δ= 296mV | Cycle=3
    ✅ SLOT 33: KLVR-AAA | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 34: KLVR-AAA | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1252mV | Δ= 296mV | Cycle=3
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1248mV | Δ= 300mV | Cycle=3
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=1250mV | Δ= 334mV | Cycle=2
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1234mV | Δ= 332mV | Cycle=1
    ✅ SLOT 39: KLVR-AAA | AAA_ON= 346mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 40: KLVR-AAA | AAA_ON= 346mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1202mV | Δ= 340mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON= 350mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1594mV | AAA_OFF=1238mV | Δ= 356mV | Cycle=2
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1236mV | Δ= 308mV | Cycle=3
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1232mV | Δ= 312mV | Cycle=3
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1228mV | Δ= 332mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1200mV | Δ= 352mV | Cycle=1
#312 15:11:26 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#313 15:11:27 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#314 15:11:28 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#315 15:11:29 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#316 15:11:29 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#317 15:11:30 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#318 15:11:31 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#319 15:11:32 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#320 15:11:33 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#321 15:11:34 | [AAA TEST] Total: 23 | Detected AAA: 23 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 24: KLVR-AAA | AAA_ON= 248mV | AAA_OFF= 360mV | Δ=   0mV
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1228mV | Δ= 314mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1256mV | Δ= 296mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1540mV | AAA_OFF=1236mV | Δ= 304mV | Cycle=3
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1236mV | Δ= 300mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1260mV | Δ= 282mV | Cycle=3
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1248mV | Δ= 296mV | Cycle=3
    ✅ SLOT 33: KLVR-AAA | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 34: KLVR-AAA | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
